"ID";"Time";"Month";"Year";"Date";"TL";"Weight";"Fulton";"Mg24";"Mg_water";"Temp_water";"Sal_water"
"ID247";"77";"JAN";2023;2023-01-15;192;117.52;1.660382306;227.525943;38665775.22;25.5118333333333;11.5
"ID247";"79.2";"JAN";2023;2023-01-15;192;117.52;1.660382306;229.2372395;38665775.22;25.5118333333333;11.5
"ID247";"81.5";"JAN";2023;2023-01-15;192;117.52;1.660382306;226.7785327;38665775.22;25.5118333333333;11.5
"ID248";"77";"JAN";2023;2023-01-15;170;71.74;1.460207612;264.9059637;38665775.22;25.5118333333333;11.5
"ID248";"79.2";"JAN";2023;2023-01-15;170;71.74;1.460207612;238.0261178;38665775.22;25.5118333333333;11.5
"ID248";"81.5";"JAN";2023;2023-01-15;170;71.74;1.460207612;323.9458857;38665775.22;25.5118333333333;11.5
"ID249";"70.2";"JAN";2023;2023-01-15;193;123.13;1.712742019;248.5838683;38665775.22;25.5118333333333;11.5
"ID249";"72.4";"JAN";2023;2023-01-15;193;123.13;1.712742019;269.122249;38665775.22;25.5118333333333;11.5
"ID249";"74.7";"JAN";2023;2023-01-15;193;123.13;1.712742019;262.5828227;38665775.22;25.5118333333333;11.5
"ID251";"67.9";"JAN";2023;2023-01-15;172;74.81;1.470192876;253.5756174;38665775.22;25.5118333333333;11.5
"ID251";"70.2";"JAN";2023;2023-01-15;172;74.81;1.470192876;279.199103;38665775.22;25.5118333333333;11.5
"ID251";"72.4";"JAN";2023;2023-01-15;172;74.81;1.470192876;263.8389386;38665775.22;25.5118333333333;11.5
"ID253";"74.7";"JAN";2023;2023-01-15;167;67.94;1.458734079;248.8175021;38665775.22;25.5118333333333;11.5
"ID253";"77";"JAN";2023;2023-01-15;167;67.94;1.458734079;261.2267894;38665775.22;25.5118333333333;11.5
"ID253";"79.2";"JAN";2023;2023-01-15;167;67.94;1.458734079;259.9572382;38665775.22;25.5118333333333;11.5
"ID254";"54.3";"JAN";2023;2023-01-15;172;71.07;1.396693058;277.0544284;38665775.22;25.5118333333333;11.5
"ID254";"56.6";"JAN";2023;2023-01-15;172;71.07;1.396693058;268.6788141;38665775.22;25.5118333333333;11.5
"ID254";"58.9";"JAN";2023;2023-01-15;172;71.07;1.396693058;270.8719529;38665775.22;25.5118333333333;11.5
"ID255";"67.9";"JAN";2023;2023-01-15;162;60.07;1.412903784;255.0464483;38665775.22;25.5118333333333;11.5
"ID255";"70.2";"JAN";2023;2023-01-15;162;60.07;1.412903784;280.6588396;38665775.22;25.5118333333333;11.5
"ID255";"72.4";"JAN";2023;2023-01-15;162;60.07;1.412903784;250.4206972;38665775.22;25.5118333333333;11.5
"ID258";"63.4";"JAN";2023;2023-01-15;141;42.58;1.518966931;218.8802653;38665775.22;25.5118333333333;11.5
"ID258";"65.6";"JAN";2023;2023-01-15;141;42.58;1.518966931;213.5001862;38665775.22;25.5118333333333;11.5
"ID258";"67.9";"JAN";2023;2023-01-15;141;42.58;1.518966931;216.4510275;38665775.22;25.5118333333333;11.5
"ID259";"38.5";"JAN";2023;2023-01-15;129;30.43;1.417531836;243.7768783;38665775.22;25.5118333333333;11.5
"ID259";"40.7";"JAN";2023;2023-01-15;129;30.43;1.417531836;256.3487162;38665775.22;25.5118333333333;11.5
"ID259";"43";"JAN";2023;2023-01-15;129;30.43;1.417531836;213.8239319;38665775.22;25.5118333333333;11.5
"ID260";"45.3";"JAN";2023;2023-01-15;114;20.57;1.388416409;245.8223442;38665775.22;25.5118333333333;11.5
"ID260";"47.5";"JAN";2023;2023-01-15;114;20.57;1.388416409;249.2262678;38665775.22;25.5118333333333;11.5
"ID260";"49.8";"JAN";2023;2023-01-15;114;20.57;1.388416409;253.4275897;38665775.22;25.5118333333333;11.5
"ID272";"86";"FEB";2023;2023-02-15;199;134.04;1.700885935;226.6490972;36552368.9716667;27.0068333333333;11.8333333333333
"ID272";"88.3";"FEB";2023;2023-02-15;199;134.04;1.700885935;231.9143613;36552368.9716667;27.0068333333333;11.8333333333333
"ID272";"90.5";"FEB";2023;2023-02-15;199;134.04;1.700885935;265.1321193;36552368.9716667;27.0068333333333;11.8333333333333
"ID273";"81.5";"FEB";2023;2023-02-15;200;136.63;1.707875;248.5904602;36552368.9716667;27.0068333333333;11.8333333333333
"ID273";"83.8";"FEB";2023;2023-02-15;200;136.63;1.707875;262.0394808;36552368.9716667;27.0068333333333;11.8333333333333
"ID273";"86";"FEB";2023;2023-02-15;200;136.63;1.707875;277.5425395;36552368.9716667;27.0068333333333;11.8333333333333
"ID274";"72.4";"FEB";2023;2023-02-15;205;134.37;1.559698786;272.2252052;36552368.9716667;27.0068333333333;11.8333333333333
"ID274";"77";"FEB";2023;2023-02-15;205;134.37;1.559698786;353.5886032;36552368.9716667;27.0068333333333;11.8333333333333
"ID275";"79.2";"FEB";2023;2023-02-15;200;125.87;1.573375;240.2016952;36552368.9716667;27.0068333333333;11.8333333333333
"ID275";"81.5";"FEB";2023;2023-02-15;200;125.87;1.573375;258.3543753;36552368.9716667;27.0068333333333;11.8333333333333
"ID275";"83.8";"FEB";2023;2023-02-15;200;125.87;1.573375;316.8157374;36552368.9716667;27.0068333333333;11.8333333333333
"ID277";"70.2";"FEB";2023;2023-02-15;175;95.32;1.778565598;276.2685795;36552368.9716667;27.0068333333333;11.8333333333333
"ID277";"72.4";"FEB";2023;2023-02-15;175;95.32;1.778565598;292.8534511;36552368.9716667;27.0068333333333;11.8333333333333
"ID277";"74.7";"FEB";2023;2023-02-15;175;95.32;1.778565598;292.9592894;36552368.9716667;27.0068333333333;11.8333333333333
"ID278";"72.4";"FEB";2023;2023-02-15;174;81.01;1.537768241;221.8787545;36552368.9716667;27.0068333333333;11.8333333333333
"ID278";"74.7";"FEB";2023;2023-02-15;174;81.01;1.537768241;231.5324314;36552368.9716667;27.0068333333333;11.8333333333333
"ID278";"77";"FEB";2023;2023-02-15;174;81.01;1.537768241;250.9015566;36552368.9716667;27.0068333333333;11.8333333333333
"ID279";"79.2";"FEB";2023;2023-02-15;165;71.9;1.600578791;294.4149676;36552368.9716667;27.0068333333333;11.8333333333333
"ID279";"81.5";"FEB";2023;2023-02-15;165;71.9;1.600578791;304.5592663;36552368.9716667;27.0068333333333;11.8333333333333
"ID279";"83.8";"FEB";2023;2023-02-15;165;71.9;1.600578791;275.8781348;36552368.9716667;27.0068333333333;11.8333333333333
"ID280";"77";"FEB";2023;2023-02-15;165;66.95;1.490385953;257.0484655;36552368.9716667;27.0068333333333;11.8333333333333
"ID280";"79.2";"FEB";2023;2023-02-15;165;66.95;1.490385953;231.5333686;36552368.9716667;27.0068333333333;11.8333333333333
"ID280";"81.5";"FEB";2023;2023-02-15;165;66.95;1.490385953;292.6820759;36552368.9716667;27.0068333333333;11.8333333333333
"ID281";"74.7";"FEB";2023;2023-02-15;160;71.34;1.741699219;192.3267085;36552368.9716667;27.0068333333333;11.8333333333333
"ID281";"77";"FEB";2023;2023-02-15;160;71.34;1.741699219;193.6836464;36552368.9716667;27.0068333333333;11.8333333333333
"ID281";"79.2";"FEB";2023;2023-02-15;160;71.34;1.741699219;199.6522192;36552368.9716667;27.0068333333333;11.8333333333333
"ID282";"67.9";"FEB";2023;2023-02-15;161;59.34;1.421902815;236.9391729;36552368.9716667;27.0068333333333;11.8333333333333
"ID282";"70.2";"FEB";2023;2023-02-15;161;59.34;1.421902815;251.7804914;36552368.9716667;27.0068333333333;11.8333333333333
"ID282";"72.4";"FEB";2023;2023-02-15;161;59.34;1.421902815;221.5080811;36552368.9716667;27.0068333333333;11.8333333333333
"ID283";"56.6";"FEB";2023;2023-02-15;155;62.84;1.68748951;232.3449912;36552368.9716667;27.0068333333333;11.8333333333333
"ID283";"58.9";"FEB";2023;2023-02-15;155;62.84;1.68748951;247.8542236;36552368.9716667;27.0068333333333;11.8333333333333
"ID283";"61.1";"FEB";2023;2023-02-15;155;62.84;1.68748951;225.5265986;36552368.9716667;27.0068333333333;11.8333333333333
"ID284";"63.4";"FEB";2023;2023-02-15;157;71.77;1.85457324;248.3777194;36552368.9716667;27.0068333333333;11.8333333333333
"ID284";"65.6";"FEB";2023;2023-02-15;157;71.77;1.85457324;257.5006589;36552368.9716667;27.0068333333333;11.8333333333333
"ID284";"67.9";"FEB";2023;2023-02-15;157;71.77;1.85457324;243.6903855;36552368.9716667;27.0068333333333;11.8333333333333
"ID285";"63.4";"FEB";2023;2023-02-15;150;55.37;1.640592593;212.9947893;36552368.9716667;27.0068333333333;11.8333333333333
"ID285";"65.6";"FEB";2023;2023-02-15;150;55.37;1.640592593;223.0510642;36552368.9716667;27.0068333333333;11.8333333333333
"ID285";"67.9";"FEB";2023;2023-02-15;150;55.37;1.640592593;180.5101586;36552368.9716667;27.0068333333333;11.8333333333333
"ID286";"63.4";"FEB";2023;2023-02-15;140;42.22;1.538629738;294.9735334;36552368.9716667;27.0068333333333;11.8333333333333
"ID286";"65.6";"FEB";2023;2023-02-15;140;42.22;1.538629738;237.1436418;36552368.9716667;27.0068333333333;11.8333333333333
"ID286";"67.9";"FEB";2023;2023-02-15;140;42.22;1.538629738;233.93976;36552368.9716667;27.0068333333333;11.8333333333333
"ID287";"49.8";"FEB";2023;2023-02-15;125;32.73;1.675776;259.1873341;36552368.9716667;27.0068333333333;11.8333333333333
"ID287";"52.1";"FEB";2023;2023-02-15;125;32.73;1.675776;265.9320726;36552368.9716667;27.0068333333333;11.8333333333333
"ID287";"54.3";"FEB";2023;2023-02-15;125;32.73;1.675776;276.673881;36552368.9716667;27.0068333333333;11.8333333333333
"ID322";"83.8";"MAR";2023;2023-03-15;226;187.93;1.628061462;237.0685898;33174031.9483333;28.5418333333333;9.5
"ID322";"86";"MAR";2023;2023-03-15;226;187.93;1.628061462;242.1387889;33174031.9483333;28.5418333333333;9.5
"ID322";"88.3";"MAR";2023;2023-03-15;226;187.93;1.628061462;262.8984068;33174031.9483333;28.5418333333333;9.5
"ID323";"74.7";"MAR";2023;2023-03-15;197;151.43;1.980675109;267.855832;33174031.9483333;28.5418333333333;9.5
"ID323";"77";"MAR";2023;2023-03-15;197;151.43;1.980675109;266.664299;33174031.9483333;28.5418333333333;9.5
"ID323";"79.2";"MAR";2023;2023-03-15;197;151.43;1.980675109;288.2056426;33174031.9483333;28.5418333333333;9.5
"ID324";"70.2";"MAR";2023;2023-03-15;190;122.99;1.79311853;248.8274484;33174031.9483333;28.5418333333333;9.5
"ID324";"72.4";"MAR";2023;2023-03-15;190;122.99;1.79311853;239.2470017;33174031.9483333;28.5418333333333;9.5
"ID324";"74.7";"MAR";2023;2023-03-15;190;122.99;1.79311853;245.7969966;33174031.9483333;28.5418333333333;9.5
"ID326";"88.3";"MAR";2023;2023-03-15;200;137.53;1.719125;247.0424703;33174031.9483333;28.5418333333333;9.5
"ID326";"90.5";"MAR";2023;2023-03-15;200;137.53;1.719125;233.0546522;33174031.9483333;28.5418333333333;9.5
"ID326";"92.8";"MAR";2023;2023-03-15;200;137.53;1.719125;249.0602133;33174031.9483333;28.5418333333333;9.5
"ID327";"67.9";"MAR";2023;2023-03-15;190;112.58;1.641347135;249.1664209;33174031.9483333;28.5418333333333;9.5
"ID327";"70.2";"MAR";2023;2023-03-15;190;112.58;1.641347135;251.8477461;33174031.9483333;28.5418333333333;9.5
"ID327";"72.4";"MAR";2023;2023-03-15;190;112.58;1.641347135;243.1673141;33174031.9483333;28.5418333333333;9.5
"ID328";"83.8";"MAR";2023;2023-03-15;189;109.14;1.616584971;251.6472719;33174031.9483333;28.5418333333333;9.5
"ID328";"86";"MAR";2023;2023-03-15;189;109.14;1.616584971;268.4931158;33174031.9483333;28.5418333333333;9.5
"ID328";"88.3";"MAR";2023;2023-03-15;189;109.14;1.616584971;252.1632002;33174031.9483333;28.5418333333333;9.5
"ID331";"70.2";"MAR";2023;2023-03-15;177;101.88;1.837253728;268.4113855;33174031.9483333;28.5418333333333;9.5
"ID331";"72.4";"MAR";2023;2023-03-15;177;101.88;1.837253728;270.2531789;33174031.9483333;28.5418333333333;9.5
"ID331";"74.7";"MAR";2023;2023-03-15;177;101.88;1.837253728;276.3560829;33174031.9483333;28.5418333333333;9.5
"ID333";"90.5";"MAR";2023;2023-03-15;212;148.74;1.561062152;245.782502;33174031.9483333;28.5418333333333;9.5
"ID333";"92.8";"MAR";2023;2023-03-15;212;148.74;1.561062152;246.4509862;33174031.9483333;28.5418333333333;9.5
"ID333";"95.1";"MAR";2023;2023-03-15;212;148.74;1.561062152;231.6414894;33174031.9483333;28.5418333333333;9.5
"ID335";"65.6";"MAR";2023;2023-03-15;181;98.22;1.656396123;276.8762412;33174031.9483333;28.5418333333333;9.5
"ID335";"67.9";"MAR";2023;2023-03-15;181;98.22;1.656396123;265.9908415;33174031.9483333;28.5418333333333;9.5
"ID336";"81.5";"MAR";2023;2023-03-15;160;66.79;1.630615234;254.1937422;33174031.9483333;28.5418333333333;9.5
"ID336";"83.8";"MAR";2023;2023-03-15;160;66.79;1.630615234;243.0539158;33174031.9483333;28.5418333333333;9.5
"ID336";"86";"MAR";2023;2023-03-15;160;66.79;1.630615234;242.1391547;33174031.9483333;28.5418333333333;9.5
"ID374";"90.5";"APR";2023;2023-04-15;235;212.5;1.637402117;264.47802;36006908.105;28.7568333333333;10.1666666666667
"ID374";"92.8";"APR";2023;2023-04-15;235;212.5;1.637402117;271.3955747;36006908.105;28.7568333333333;10.1666666666667
"ID374";"95.1";"APR";2023;2023-04-15;235;212.5;1.637402117;261.0420094;36006908.105;28.7568333333333;10.1666666666667
"ID376";"81.5";"APR";2023;2023-04-15;223;192.46;1.735505092;263.8654127;36006908.105;28.7568333333333;10.1666666666667
"ID376";"83.8";"APR";2023;2023-04-15;223;192.46;1.735505092;285.2640049;36006908.105;28.7568333333333;10.1666666666667
"ID376";"86";"APR";2023;2023-04-15;223;192.46;1.735505092;245.9841991;36006908.105;28.7568333333333;10.1666666666667
"ID378";"79.2";"APR";2023;2023-04-15;215;128.54;1.293370395;272.8992514;36006908.105;28.7568333333333;10.1666666666667
"ID378";"81.5";"APR";2023;2023-04-15;215;128.54;1.293370395;271.4991957;36006908.105;28.7568333333333;10.1666666666667
"ID378";"83.8";"APR";2023;2023-04-15;215;128.54;1.293370395;270.9688612;36006908.105;28.7568333333333;10.1666666666667
"ID381";"74.7";"APR";2023;2023-04-15;233;210.75;1.666095227;233.1715579;36006908.105;28.7568333333333;10.1666666666667
"ID381";"77";"APR";2023;2023-04-15;233;210.75;1.666095227;248.771949;36006908.105;28.7568333333333;10.1666666666667
"ID381";"79.2";"APR";2023;2023-04-15;233;210.75;1.666095227;262.0953661;36006908.105;28.7568333333333;10.1666666666667
"ID382";"77";"APR";2023;2023-04-15;210;174.49;1.884137782;237.1341858;36006908.105;28.7568333333333;10.1666666666667
"ID382";"79.2";"APR";2023;2023-04-15;210;174.49;1.884137782;251.3695784;36006908.105;28.7568333333333;10.1666666666667
"ID382";"81.5";"APR";2023;2023-04-15;210;174.49;1.884137782;264.1875496;36006908.105;28.7568333333333;10.1666666666667
"ID383";"88.3";"APR";2023;2023-04-15;198;147.37;1.898512726;239.7050554;36006908.105;28.7568333333333;10.1666666666667
"ID383";"90.5";"APR";2023;2023-04-15;198;147.37;1.898512726;250.6247306;36006908.105;28.7568333333333;10.1666666666667
"ID385";"88.3";"APR";2023;2023-04-15;200;184.81;2.310125;224.4423371;36006908.105;28.7568333333333;10.1666666666667
"ID385";"90.5";"APR";2023;2023-04-15;200;184.81;2.310125;224.6762235;36006908.105;28.7568333333333;10.1666666666667
"ID385";"92.8";"APR";2023;2023-04-15;200;184.81;2.310125;239.4430453;36006908.105;28.7568333333333;10.1666666666667
"ID386";"67.9";"APR";2023;2023-04-15;230;204.86;1.683734692;238.9615714;36006908.105;28.7568333333333;10.1666666666667
"ID386";"70.2";"APR";2023;2023-04-15;230;204.86;1.683734692;278.1130461;36006908.105;28.7568333333333;10.1666666666667
"ID386";"72.4";"APR";2023;2023-04-15;230;204.86;1.683734692;346.3480176;36006908.105;28.7568333333333;10.1666666666667
"ID388";"81.5";"APR";2023;2023-04-15;185;107.91;1.704301818;229.278124;36006908.105;28.7568333333333;10.1666666666667
"ID388";"83.8";"APR";2023;2023-04-15;185;107.91;1.704301818;252.3381971;36006908.105;28.7568333333333;10.1666666666667
"ID388";"86";"APR";2023;2023-04-15;185;107.91;1.704301818;235.275142;36006908.105;28.7568333333333;10.1666666666667
"ID390";"58.9";"APR";2023;2023-04-15;129;35.91;1.672808684;287.4901133;36006908.105;28.7568333333333;10.1666666666667
"ID390";"61.1";"APR";2023;2023-04-15;129;35.91;1.672808684;271.457862;36006908.105;28.7568333333333;10.1666666666667
"ID390";"63.4";"APR";2023;2023-04-15;129;35.91;1.672808684;318.3226789;36006908.105;28.7568333333333;10.1666666666667
"ID480";"92.8";"MAY";2023;2023-05-15;225;207.01;1.817371742;276.1782619;39103941.5316667;28.19;10.8333333333333
"ID480";"95.1";"MAY";2023;2023-05-15;225;207.01;1.817371742;250.3291653;39103941.5316667;28.19;10.8333333333333
"ID480";"97.3";"MAY";2023;2023-05-15;225;207.01;1.817371742;278.3113356;39103941.5316667;28.19;10.8333333333333
"ID481";"79.2";"MAY";2023;2023-05-15;205;144.96;1.682622133;258.6854919;39103941.5316667;28.19;10.8333333333333
"ID481";"81.5";"MAY";2023;2023-05-15;205;144.96;1.682622133;262.5912437;39103941.5316667;28.19;10.8333333333333
"ID481";"83.8";"MAY";2023;2023-05-15;205;144.96;1.682622133;272.1163824;39103941.5316667;28.19;10.8333333333333
"ID482";"72.4";"MAY";2023;2023-05-15;180;100.04;1.715363512;213.1533622;39103941.5316667;28.19;10.8333333333333
"ID482";"74.7";"MAY";2023;2023-05-15;180;100.04;1.715363512;212.8281546;39103941.5316667;28.19;10.8333333333333
"ID482";"77";"MAY";2023;2023-05-15;180;100.04;1.715363512;208.0858209;39103941.5316667;28.19;10.8333333333333
"ID487";"54.3";"MAY";2023;2023-05-15;160;72.32;1.765625;273.8716388;39103941.5316667;28.19;10.8333333333333
"ID487";"56.6";"MAY";2023;2023-05-15;160;72.32;1.765625;262.8663085;39103941.5316667;28.19;10.8333333333333
"ID488";"56.6";"MAY";2023;2023-05-15;137;46.67;1.814997785;240.9554194;39103941.5316667;28.19;10.8333333333333
"ID488";"58.9";"MAY";2023;2023-05-15;137;46.67;1.814997785;265.7490588;39103941.5316667;28.19;10.8333333333333
"ID488";"61.1";"MAY";2023;2023-05-15;137;46.67;1.814997785;253.0921504;39103941.5316667;28.19;10.8333333333333
"ID489";"65.6";"MAY";2023;2023-05-15;130;39.36;1.79153391;243.3001522;39103941.5316667;28.19;10.8333333333333
"ID489";"67.9";"MAY";2023;2023-05-15;130;39.36;1.79153391;255.0952392;39103941.5316667;28.19;10.8333333333333
"ID489";"70.2";"MAY";2023;2023-05-15;130;39.36;1.79153391;273.0000839;39103941.5316667;28.19;10.8333333333333
"ID494";"63.4";"MAY";2023;2023-05-15;205;125.87;1.461035098;217.3934081;39103941.5316667;28.19;10.8333333333333
"ID494";"65.6";"MAY";2023;2023-05-15;205;125.87;1.461035098;218.9353886;39103941.5316667;28.19;10.8333333333333
"ID494";"67.9";"MAY";2023;2023-05-15;205;125.87;1.461035098;237.8481478;39103941.5316667;28.19;10.8333333333333
"ID495";"83.8";"MAY";2023;2023-05-15;210;162.5;1.754670122;314.0227561;39103941.5316667;28.19;10.8333333333333
"ID495";"86";"MAY";2023;2023-05-15;210;162.5;1.754670122;238.7175365;39103941.5316667;28.19;10.8333333333333
"ID495";"88.3";"MAY";2023;2023-05-15;210;162.5;1.754670122;251.3942099;39103941.5316667;28.19;10.8333333333333
"ID496";"97.3";"MAY";2023;2023-05-15;205;129.01;1.497482625;251.3793159;39103941.5316667;28.19;10.8333333333333
"ID496";"99.6";"MAY";2023;2023-05-15;205;129.01;1.497482625;286.6347258;39103941.5316667;28.19;10.8333333333333
"ID497";"74.7";"MAY";2023;2023-05-15;185;110.38;1.743312341;194.3710257;39103941.5316667;28.19;10.8333333333333
"ID497";"77";"MAY";2023;2023-05-15;185;110.38;1.743312341;215.5721264;39103941.5316667;28.19;10.8333333333333
"ID497";"79.2";"MAY";2023;2023-05-15;185;110.38;1.743312341;229.8771817;39103941.5316667;28.19;10.8333333333333
"ID501";"81.5";"JUN";2023;2023-06-15;194;109.79;1.50368752;197.4133226;41257600.4266667;28.1233333333333;14.1666666666667
"ID501";"83.8";"JUN";2023;2023-06-15;194;109.79;1.50368752;209.6016488;41257600.4266667;28.1233333333333;14.1666666666667
"ID501";"86";"JUN";2023;2023-06-15;194;109.79;1.50368752;208.7130718;41257600.4266667;28.1233333333333;14.1666666666667
"ID502";"67.9";"JUN";2023;2023-06-15;185;98.67;1.558367718;286.3421262;41257600.4266667;28.1233333333333;14.1666666666667
"ID502";"70.2";"JUN";2023;2023-06-15;185;98.67;1.558367718;271.4483569;41257600.4266667;28.1233333333333;14.1666666666667
"ID502";"72.4";"JUN";2023;2023-06-15;185;98.67;1.558367718;277.4858263;41257600.4266667;28.1233333333333;14.1666666666667
"ID503";"61.1";"JUN";2023;2023-06-15;184;99.45;1.596435286;252.010486;41257600.4266667;28.1233333333333;14.1666666666667
"ID503";"63.4";"JUN";2023;2023-06-15;184;99.45;1.596435286;254.0113153;41257600.4266667;28.1233333333333;14.1666666666667
"ID503";"65.6";"JUN";2023;2023-06-15;184;99.45;1.596435286;268.7026701;41257600.4266667;28.1233333333333;14.1666666666667
"ID504";"79.2";"JUN";2023;2023-06-15;184;87.88;1.410706214;240.6942192;41257600.4266667;28.1233333333333;14.1666666666667
"ID504";"81.5";"JUN";2023;2023-06-15;184;87.88;1.410706214;260.2947202;41257600.4266667;28.1233333333333;14.1666666666667
"ID504";"83.8";"JUN";2023;2023-06-15;184;87.88;1.410706214;232.2113028;41257600.4266667;28.1233333333333;14.1666666666667
"ID506";"61.1";"JUN";2023;2023-06-15;181;89.65;1.511870417;298.7553079;41257600.4266667;28.1233333333333;14.1666666666667
"ID506";"63.4";"JUN";2023;2023-06-15;181;89.65;1.511870417;295.9644101;41257600.4266667;28.1233333333333;14.1666666666667
"ID506";"65.6";"JUN";2023;2023-06-15;181;89.65;1.511870417;281.163424;41257600.4266667;28.1233333333333;14.1666666666667
"ID508";"43";"JUN";2023;2023-06-15;165;66.77;1.486378941;244.2351526;41257600.4266667;28.1233333333333;14.1666666666667
"ID508";"45.3";"JUN";2023;2023-06-15;165;66.77;1.486378941;241.5940509;41257600.4266667;28.1233333333333;14.1666666666667
"ID508";"47.5";"JUN";2023;2023-06-15;165;66.77;1.486378941;280.7425182;41257600.4266667;28.1233333333333;14.1666666666667
"ID509";"79.2";"JUN";2023;2023-06-15;200;112.52;1.4065;298.6537276;41257600.4266667;28.1233333333333;14.1666666666667
"ID509";"81.5";"JUN";2023;2023-06-15;200;112.52;1.4065;325.9087021;41257600.4266667;28.1233333333333;14.1666666666667
"ID510";"54.3";"JUN";2023;2023-06-15;178;84.35;1.495633141;314.9019763;41257600.4266667;28.1233333333333;14.1666666666667
"ID510";"56.6";"JUN";2023;2023-06-15;178;84.35;1.495633141;275.3639421;41257600.4266667;28.1233333333333;14.1666666666667
"ID510";"58.9";"JUN";2023;2023-06-15;178;84.35;1.495633141;291.417603;41257600.4266667;28.1233333333333;14.1666666666667
"ID511";"79.2";"JUN";2023;2023-06-15;159;64.04;1.593162041;283.9343458;41257600.4266667;28.1233333333333;14.1666666666667
"ID511";"81.5";"JUN";2023;2023-06-15;159;64.04;1.593162041;298.935335;41257600.4266667;28.1233333333333;14.1666666666667
"ID514";"63.4";"JUN";2023;2023-06-15;138;38.6;1.468757325;228.4820299;41257600.4266667;28.1233333333333;14.1666666666667
"ID514";"65.6";"JUN";2023;2023-06-15;138;38.6;1.468757325;251.6331536;41257600.4266667;28.1233333333333;14.1666666666667
"ID514";"67.9";"JUN";2023;2023-06-15;138;38.6;1.468757325;251.7056172;41257600.4266667;28.1233333333333;14.1666666666667
